Reviewer Name,Review Date,Star Rating,Review Text,Total Reviews by Reviewer,Total Photos by Reviewer,Is Local Guide,Number of Images,Image URLs,Price per Person,Food Rating,Service Rating,Atmosphere Rating,Recommended Dishes
M20 FUZZLE,3 months ago,5,"Nice food.. good menu good selection of beers wines and spirits... a great place for nhs employees with an added discount...
Update!
Staff don't like loud music
They think they are SAS.
One of them was lucky they didn't end up with a black eye for the way we was spoken to.
I hope Tim Martin reads his reviews.",39,No photos count,True,0,,Not found,5,1,2,Not found
linu benny,4 months ago,1,I personally didn’t have a pleasant experience as the customer service was very poor .I really regret going there to celebrate a happy moment . My happy moment was turned out to be a disaster ☹️,5,No photos count,False,0,,Not found,3,1,3,Not found
David Barclay,a month ago,4,"A Wetherspoons and a midweek visit. Clean roomy, as always good value food.",62,8,True,0,,£1–10,4,5,4,Chips
A Valentine,5 months ago,4,"Not bad breakfast, service could do with a smile and customer friendly, but last last visit license act sign out of date, which overall needs some improvement.",93,167,True,0,,£1–10,4,3,3,"Freshly Battered Fish and Chips, American Breakfast, Burger"
Terence Freestone,a year ago,4,"It's another Wettherspoon's, pretty much like any other. Staff are friendly and helpful. Only criticism is that they had no dark ales, not even bottled.",21,20,False,2,"https://lh5.googleusercontent.com/p/AF1QipNju1fuQXIQQHb-3x7dWx_at9p7achOOHv6bHYa=w450-h675-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPmULSBR9IEB535e80_c1Dty6kSe73V3EH4TObO=w450-h675-p-k-no",Not found,Not rated,Not rated,Not rated,Not found
Danny,a year ago,4,"Pretty good Wetherspoons, decent prices and quite nice inside as far as they go. Fast service and not extremely busy. Went with a friend and for cheap pitchers and very cheap pints, can't comment on the food, However some other people around us got some and it seemed nice enough.",45,16,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Craig Hardy,9 months ago,1,"They would rather put glasses on the shelves here, leaving a customer waiting at the bar seems normal pratice. Self absorbed staff and Olivia the Manager hasn't a clue about hospitality or customer service. Dreadful experience 😪 This place is not doing wetherspoons proud at all. Regular spoons attendee btw, and work a bar myself. Shockingly bad. If you don't care about how your treated as a paying customer, you should go here. 👎🏻",7,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Leona,6 months ago,5,"We visit as close to work and also doesn't tend to get too busy or noisy like the city ones get, so great for those who want to escape the maddness of the city.",75,226,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Ian McCulloch,4 weeks ago,3,"Just a bog standard Spoon's
Reasonable priced .",65,1,False,0,,£1–10,3,3,3,Not found
Thomas George Puthukkeril,a year ago,4,"The ambience is amazing, if you're looking for a place to hangout with your friends, pal around or even go on a date, this is the bar for you. The waiting staff are polite and efficient, and although I didn't sample the food, they did look amazing as the orders went out to the other tables. They have these book shelves in the pub too, if you fancy a read 😁. I would highly recommend going to this bar, if you find yourself on that side of town.",8,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Yasemin,10 months ago,3,"Lovely cosy atmosphere. BUT! Do not order Vegan Veggie Roasted Pizza! It was the worst pizza I've ever eaten. This is not the first time I order this pizza in a wetherspoon. Obviously, this disaster is very much related to the chef. So, my recommendation is just have some beer",30,7,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Mark Carroll,5 months ago,5,Fantastic staff & really good atmosphere. One of the cheapest Wetherspoons in Manchester 👍 …,16,12,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Julian Herbert,5 years ago,5,"Great Food, served very quickly. Unusually quiet when I went which was around 12:00 on a Monday. Good Bathrooms which are clean.",76,12,True,1,https://lh5.googleusercontent.com/p/AF1QipOoljrHSzAVIyxoTWDOd7wuzGM3QU4VrSesq-0C=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
John Donnelly,2 months ago,5,"Service could be faster, nice selection of grumpy customers but the topless bar staff are a bonus. And the free beer, every 3rd pint free. Love it. Duty staff excellent,never stop,",73,22,True,0,,Not found,3,1,3,Not found
【**Wn1th **】,5 months ago,5,"Amazing food, super incredibly nice staff and overall really good!!",1,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
JoeGW 420,a year ago,4,"The place hosts a nice, historic themed decor very wooden. One may say gothic slightly. The staff are 50/50, you get a smile from some and not so much from the others.

The beverages of this establishment are that of JD Wetherspoon's menu. Food too. The drinks have always been great  with no issues from my times there.

Very clean too.",29,2,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Stinger 007,3 months ago,5,Great place to meet friends and have a few cheap drinks.,34,38,True,0,,Not found,5,5,5,Not found
H L,9 months ago,5,Brilliant staff! They pulled out all the stops to serve us food quickly when we were hungry. Pleasant and helpful staff and a lovely place.,32,5,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Zeon Castelino,9 months ago,5,Lovely ambience...But be mindful that you won't have any mob. network inside so ensure to keep your mob. connected to their free WiFi.,3,1,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Joe “tonail joe” Mama,a year ago,5,"Popular with students here , I mean it is literally under a huge student digs - and they have great prices, especially on a Monday where all drinks are very reduced. There’s a proper nice seat by the fireplace if you need to warm up. A nice layout and a decent outside bit on the road. This is my favourite Wetherspoons in Manchester I think.!!!",9,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
isaacstor3,9 months ago,5,"Love how dark it is in here proper crypt vibes... spooky! Would it be possible for me to meet one of the kitchen staff, Matthew ""Orange Peel"" Dix-Baker, his secret menu item is delectable.",2,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
